iter	AUC	Logloss
3277	0.8158006966	0.5420662553
3278	0.8158075213	0.5420605463
3279	0.8158109784	0.5420515343
3280	0.8158172369	0.5420448874
3281	0.8158209324	0.5420359161
3282	0.8158236742	0.5420267409
3283	0.8158273995	0.5420188299
3284	0.8158320487	0.5420127539
3285	0.8158357143	0.5420034156
3286	0.8158393502	0.5419964017
3287	0.8158431053	0.5419855138
3288	0.8158462048	0.5419771542
3289	0.8158523738	0.5419700996
3290	0.8158550858	0.5419643498
3291	0.8158586621	0.5419574174
3292	0.8158655465	0.541950689
3293	0.8158700466	0.5419431857
3294	0.8158730865	0.5419326649
3295	0.8158756495	0.5419229188
3296	0.8158800006	0.5419175768
3297	0.8158836067	0.5419091357
3298	0.8158879876	0.5419025704
3299	0.8158931136	0.5418951079
3300	0.8158979416	0.5418876454
3301	0.815900743	0.5418788373
3302	0.8159053922	0.5418717826
3303	0.815911442	0.5418663183
3304	0.8159166574	0.5418592636
3305	0.8159236312	0.5418528206
3306	0.8159270287	0.5418452358
3307	0.8159306049	0.5418374471
3308	0.8159377277	0.5418301477
3309	0.8159441948	0.5418237863
3310	0.8159472346	0.5418157937
3311	0.8159503341	0.5418053136
3312	0.81595397	0.5418001755
3313	0.8159589767	0.5417945481
3314	0.8159629703	0.5417884313
3315	0.8159661889	0.5417787668
3316	0.8159691095	0.5417706926
3317	0.8159725368	0.5417618029
3318	0.8159775138	0.5417560939
3319	0.8159828186	0.5417505888
3320	0.8159863353	0.5417466741
3321	0.8159904182	0.5417404758
3322	0.8159950674	0.541734359
3323	0.8160015345	0.5417282014
3324	0.8160040379	0.5417211468
3325	0.8160110712	0.5417145406
3326	0.8160135448	0.5417053655
3327	0.816016078	0.5416980253
3328	0.816021204	0.5416929688
3329	0.8160282373	0.5416866074
3330	0.8160319328	0.5416796342
3331	0.8160374761	0.5416717232
3332	0.8160434961	0.541665321
3333	0.8160495162	0.5416590003
3334	0.8160562515	0.5416525165
3335	0.8160604239	0.5416475823
3336	0.8160673976	0.5416410985
3337	0.8160720468	0.5416335545
3338	0.8160791397	0.5416276416
3339	0.8160824776	0.5416163868
3340	0.8160870969	0.5416090874
3341	0.8160920739	0.5416022366
3342	0.8160960376	0.5415915934
3343	0.8161019385	0.5415857621
3344	0.8161075115	0.5415800123
3345	0.8161143363	0.5415734062
3346	0.8161178827	0.5415693284
3347	0.8161254227	0.5415617436
3348	0.8161311746	0.5415556676
3349	0.816137135	0.5415484905
3350	0.8161433935	0.5415413135
3351	0.8161467314	0.541531649
3352	0.8161509633	0.541523371
3353	0.8161568344	0.5415158677
3354	0.8161607683	0.5415083237
3355	0.816166997	0.5415020438
3356	0.8161710799	0.5414948668
3357	0.8161767721	0.541486915
3358	0.8161836863	0.5414799419
3359	0.816187501	0.541472561
3360	0.8161920905	0.5414650985
3361	0.8161966503	0.5414578807
3362	0.8162023425	0.5414516416
3363	0.8162066936	0.5414435267
3364	0.8162101805	0.5414345554
3365	0.8162159324	0.5414270929
3366	0.8162223101	0.5414208538
3367	0.8162298501	0.5414136768
3368	0.8162358403	0.5414076416
3369	0.8162429333	0.5413997305
3370	0.8162507415	0.5413927166
3371	0.8162545562	0.5413854988
3372	0.8162615299	0.5413787704
3373	0.8162671924	0.5413723274
3374	0.8162734509	0.5413661698
3375	0.8162766695	0.5413551596
3376	0.8162827492	0.5413490836
3377	0.8162873685	0.5413399085
3378	0.8162920475	0.5413335062
3379	0.8162951469	0.5413275526
3380	0.816301316	0.5413209465
3381	0.8163071275	0.5413138102
3382	0.8163136244	0.541306674
3383	0.816316545	0.5412984775
3384	0.8163216114	0.5412922384
3385	0.8163251877	0.541282737
3386	0.8163310885	0.5412768649
3387	0.816334188	0.5412690762
3388	0.8163412809	0.5412618584
3389	0.8163470626	0.5412556601
3390	0.8163523674	0.5412497064
3391	0.8163599968	0.5412434673
3392	0.8163638115	0.5412358009
3393	0.8163683116	0.5412278083
3394	0.8163721859	0.5412198157
3395	0.8163791299	0.5412130465
3396	0.8163819313	0.5412037898
3397	0.8163855076	0.541196205
3398	0.8163892925	0.5411898435
3399	0.8163924217	0.541179078
3400	0.8163955808	0.5411697397
3401	0.8163984418	0.541159382
3402	0.8164017797	0.5411516749
3403	0.8164048195	0.5411412763
3404	0.8164092302	0.5411338546
3405	0.8164156377	0.5411276563
3406	0.8164183795	0.5411188074
3407	0.8164228797	0.5411099992
3408	0.8164268136	0.5411049019
3409	0.8164332509	0.5410991929
3410	0.8164402544	0.5410923829
3411	0.8164450228	0.5410850835
3412	0.816450119	0.5410781104
3413	0.8164565265	0.5410729316
3414	0.8164616227	0.5410660808
3415	0.81646806	0.5410602494
3416	0.8164709806	0.5410522976
3417	0.8164774477	0.5410449983
3418	0.8164798617	0.5410371688
3419	0.8164833188	0.5410326016
3420	0.8164905906	0.5410259547
3421	0.8164949417	0.5410178398
3422	0.8164977431	0.5410099695
3423	0.8165019155	0.5410029964
3424	0.8165055513	0.5409947591
3425	0.8165128827	0.54098852
3426	0.8165158033	0.5409830965
3427	0.8165208101	0.5409771836
3428	0.8165245056	0.5409682939
3429	0.8165297508	0.5409623402
3430	0.8165356517	0.5409565497
3431	0.8165421486	0.5409495358
3432	0.8165481687	0.5409443977
3433	0.8165521324	0.5409365274
3434	0.8165584505	0.5409307777
3435	0.8165653348	0.5409246201
3436	0.8165689111	0.540917647
3437	0.8165758848	0.5409114894
3438	0.8165786564	0.5409025182
3439	0.8165847659	0.540895178
3440	0.8165903687	0.5408895506
3441	0.8165954947	0.5408827814
3442	0.8166020513	0.5408761752
3443	0.8166085482	0.5408700585
3444	0.8166145384	0.5408635747
3445	0.8166201115	0.5408582327
3446	0.8166232109	0.5408503217
3447	0.8166298866	0.5408431854
3448	0.8166327477	0.5408333578
3449	0.816636622	0.5408289537
3450	0.8166393042	0.5408198193
3451	0.816642344	0.5408095432
3452	0.816645503	0.5408001233
3453	0.8166524172	0.5407930686
3454	0.8166580796	0.5407873596
3455	0.8166646957	0.5407808351
3456	0.8166714907	0.5407747183
3457	0.8166786432	0.5407688054
3458	0.8166853189	0.5407623624
3459	0.8166888952	0.5407537989
3460	0.8166921139	0.5407450315
3461	0.816699028	0.5407378545
3462	0.8167021871	0.5407304736
3463	0.8167047501	0.5407208091
3464	0.8167097569	0.5407148147
3465	0.8167153597	0.5407078415
3466	0.8167212903	0.540700583
3467	0.8167271912	0.5406939361
3468	0.8167328537	0.5406875338
3469	0.816739291	0.5406806831
3470	0.8167427778	0.540671671
3471	0.8167464435	0.5406647387
3472	0.816750288	0.5406587442
3473	0.8167535067	0.540648835
3474	0.8167597651	0.5406423513
3475	0.8167663217	0.540635582
3476	0.8167697787	0.5406267739
3477	0.8167732656	0.5406164161
3478	0.8167787194	0.5406104217
3479	0.8167824149	0.5406019805
3480	0.8167893887	0.5405960269
3481	0.8167954683	0.5405890945
3482	0.8167980909	0.5405809388
3483	0.8168014288	0.5405723753
3484	0.8168074191	0.5405660547
3485	0.8168129921	0.540560101
3486	0.8168178201	0.5405533318
3487	0.816824466	0.5405468888
3488	0.8168295026	0.5405408943
3489	0.8168325424	0.5405326163
3490	0.8168357909	0.5405239305
3491	0.816840291	0.540516101
3492	0.8168431222	0.5405070482
3493	0.8168482184	0.5405021955
3494	0.8168510795	0.5404918786
3495	0.8168542981	0.5404851909
3496	0.8168571591	0.5404762604
3497	0.8168622255	0.5404701028
3498	0.8168655634	0.5404609684
3499	0.8168697059	0.540456075
3500	0.8168726563	0.5404484902
3501	0.816879034	0.5404420472
3502	0.8168824017	0.5404337692
3503	0.816888988	0.5404274485
3504	0.8168953061	0.5404217395
3505	0.8169017434	0.5404146848
3506	0.8169081807	0.5404083234
3507	0.8169111907	0.5404000453
3508	0.8169142604	0.5403913595
3509	0.8169195652	0.5403854059
3510	0.8169263899	0.5403789629
3511	0.8169314265	0.5403717451
3512	0.8169363737	0.5403653836
3513	0.8169420362	0.5403587775
3514	0.8169483542	0.5403530685
3515	0.8169534802	0.5403466663
3516	0.8169599771	0.5403400194
3517	0.816966325	0.5403320268
3518	0.816970706	0.5403249313
3519	0.8169770241	0.5403186514
3520	0.8169800639	0.5403107812
3521	0.8169834018	0.5403009536
3522	0.8169884086	0.5402946329
3523	0.8169931769	0.5402890055
3524	0.8169966936	0.5402839489
3525	0.8170032501	0.5402764865
3526	0.8170058131	0.5402718377
3527	0.8170117438	0.5402658025
3528	0.8170172572	0.5402589517
3529	0.8170201778	0.5402509183
3530	0.8170266747	0.5402443938
3531	0.8170291781	0.5402366051
3532	0.8170356452	0.5402299174
3533	0.8170390427	0.5402208238
3534	0.8170424104	0.5402123826
3535	0.8170476854	0.5402069591
3536	0.8170537353	0.5402004345
3537	0.8170574903	0.5401917079
3538	0.8170644045	0.5401842047
3539	0.8170681596	0.5401770684
3540	0.81707111	0.5401697691
3541	0.8170768917	0.5401621843
3542	0.8170837164	0.5401561083
3543	0.8170871437	0.5401459137
3544	0.8170901239	0.540138125
3545	0.8170960844	0.5401304178
3546	0.8171018362	0.5401237302
3547	0.8171055317	0.5401145958
3548	0.8171126842	0.5401081935
3549	0.8171175122	0.5401029331
3550	0.8171205521	0.5400942473
3551	0.8171272278	0.5400877227
3552	0.8171321154	0.5400816467
3553	0.8171375096	0.5400755707
3554	0.8171403706	0.54006558
3555	0.8171455562	0.5400570981
3556	0.8171488047	0.5400474743
3557	0.8171533346	0.540040175
3558	0.8171566725	0.5400304697
3559	0.8171620965	0.5400238636
3560	0.8171664476	0.5400161972
3561	0.8171695769	0.5400065735
3562	0.8171753883	0.5400002528
3563	0.8171792626	0.539992301
3564	0.8171865344	0.5399857765
3565	0.8171925545	0.5399787626
3566	0.8171954155	0.5399696689
3567	0.8171977997	0.5399605346
3568	0.8172010183	0.5399518487
3569	0.8172066212	0.5399454873
3570	0.8172114491	0.5399402269
3571	0.8172186017	0.5399333761
3572	0.8172234297	0.5399279933
3573	0.8172287941	0.5399206532
3574	0.8172315955	0.539910377
3575	0.8172357678	0.5399043825
3576	0.8172407746	0.5398991221
3577	0.817244947	0.5398932092
3578	0.8172523379	0.5398868478
3579	0.8172555566	0.5398800786
3580	0.8172597289	0.5398729015
3581	0.8172648847	0.5398650721
3582	0.8172678351	0.5398573649
3583	0.8172714114	0.5398470072
3584	0.8172765374	0.5398396671
3585	0.8172799945	0.5398329794
3586	0.817286849	0.5398262101
3587	0.8172895312	0.5398196856
3588	0.8172940016	0.5398117338
3589	0.8172994256	0.5398052092
3590	0.81730479	0.5397998264
3591	0.8173083663	0.5397915892
3592	0.8173112869	0.5397841675
3593	0.8173150122	0.5397771944
3594	0.8173210025	0.5397712815
3595	0.8173271418	0.5397639006
3596	0.8173326254	0.5397587217
3597	0.817338407	0.5397528088
3598	0.8173447847	0.5397466105
3599	0.8173481226	0.5397373945
3600	0.8173509836	0.539728097
3601	0.8173536658	0.5397217356
3602	0.8173604608	0.5397150887
3603	0.8173677325	0.5397088088
3604	0.8173710108	0.539699389
3605	0.8173783422	0.5396927421
3606	0.817383647	0.539687237
3607	0.8173894584	0.5396814464
3608	0.8173918724	0.5396728829
3609	0.8173949718	0.5396665215
3610	0.8173978925	0.5396585289
3611	0.817402184	0.5396509033
3612	0.8174088001	0.5396442564
3613	0.8174154162	0.5396377726
3614	0.8174223006	0.5396311665
3615	0.8174279332	0.5396255391
3616	0.8174316585	0.5396172611
3617	0.8174388409	0.5396100025
3618	0.8174452186	0.5396040488
3619	0.8174512982	0.5395967495
3620	0.8174575865	0.5395905104
3621	0.8174605966	0.539583211
3622	0.8174652457	0.5395766864
3623	0.8174708486	0.5395702434
3624	0.8174774647	0.539563148
3625	0.8174819946	0.5395558894
3626	0.8174851537	0.539546388
3627	0.8174895048	0.5395399858
3628	0.8174928427	0.5395301582
3629	0.8174957335	0.5395206975
3630	0.817502141	0.5395136836
3631	0.8175083101	0.5395072814
3632	0.8175151348	0.5395003898
3633	0.8175192475	0.5394926419
3634	0.8175261021	0.5394862805
3635	0.8175295591	0.5394774723
3636	0.8175345361	0.5394719672
3637	0.8175371885	0.5394627921
3638	0.8175417185	0.5394573685
3639	0.81754601	0.5394484788
3640	0.8175523281	0.5394417503
3641	0.8175569773	0.5394364084
3642	0.8175623715	0.5394299654
3643	0.8175669909	0.5394231553
3644	0.8175711632	0.5394134501
3645	0.8175751269	0.5394054575
3646	0.8175787926	0.5393991776
3647	0.8175840974	0.5393914704
3648	0.8175879419	0.539385476
3649	0.817591548	0.5393773203
3650	0.8175939322	0.5393680228
3651	0.8175994754	0.5393616613
3652	0.8176029623	0.5393540765
3653	0.8176081181	0.5393455946
3654	0.8176143765	0.5393401711
3655	0.8176176548	0.5393338912
3656	0.8176198602	0.5393281006
3657	0.8176264167	0.5393219839
3658	0.8176293671	0.5393121562
3659	0.8176327646	0.5393046122
3660	0.8176383078	0.5392976799
3661	0.8176441491	0.5392914815
3662	0.8176488876	0.5392860988
3663	0.8176554441	0.5392798189
3664	0.8176600933	0.5392743546
3665	0.8176660538	0.5392677484
3666	0.8176718354	0.539261387
3667	0.8176772594	0.5392557188
3668	0.8176841736	0.5392489903
3669	0.8176876903	0.5392426697
3670	0.8176938891	0.539237083
3671	0.8176999688	0.5392297021
3672	0.8177037239	0.5392210163
3673	0.8177107573	0.539214614
3674	0.8177137971	0.5392095167
3675	0.8177163005	0.5392020543
3676	0.8177191615	0.5391925121
3677	0.8177230358	0.5391850904
3678	0.8177292943	0.5391795445
3679	0.8177358508	0.539172653
3680	0.8177390099	0.5391632331
3681	0.8177447319	0.5391567086
3682	0.8177479506	0.5391499393
3683	0.8177515566	0.539145209
3684	0.8177547157	0.5391353814
3685	0.8177596927	0.5391304064
3686	0.8177646399	0.5391242489
3687	0.8177703023	0.539118336
3688	0.8177732825	0.5391079375
3689	0.8177810907	0.5391011682
3690	0.8177838922	0.5390926047
3691	0.8177901506	0.5390862433
3692	0.8177936673	0.539076171
3693	0.8177967072	0.5390688309
3694	0.8178034723	0.53906145
3695	0.8178063631	0.5390546807
3696	0.8178126812	0.5390480338
3697	0.8178163767	0.539038247
3698	0.8178221583	0.5390316816
3699	0.8178252578	0.5390236891
3700	0.817828685	0.5390140653
3701	0.8178316951	0.5390046047
3702	0.8178370595	0.5389962451
3703	0.8178434968	0.5389891497
3704	0.8178471625	0.5389843378
3705	0.8178534508	0.5389776909
3706	0.817856729	0.5389699022
3707	0.8178627491	0.5389635
3708	0.817868799	0.5389567715
3709	0.8178748488	0.5389495945
3710	0.8178792596	0.5389436001
3711	0.8178832233	0.5389343841
3712	0.8178857565	0.5389256983
3713	0.8178895712	0.5389189291
3714	0.8178936243	0.5389118336
3715	0.8178972602	0.5389048197
3716	0.8179046214	0.5388981728
3717	0.8179100752	0.538891689
3718	0.8179141581	0.5388834518
3719	0.8179175258	0.5388740727
3720	0.8179245591	0.5388676297
3721	0.8179287612	0.5388587808
3722	0.817931354	0.538849524
3723	0.8179365396	0.5388433257
3724	0.8179399371	0.5388359448
3725	0.8179444075	0.5388293387
3726	0.8179477453	0.5388194295
3727	0.8179544806	0.5388129049
3728	0.8179596663	0.5388072775
3729	0.8179627359	0.5387996519
3730	0.8179676533	0.5387945546
3731	0.817974478	0.5387879077
3732	0.81797719	0.5387785694
3733	0.8179831505	0.5387720041
3734	0.8179868758	0.5387634406
3735	0.8179914057	0.5387555703
3736	0.8179976642	0.5387487196
3737	0.8180013895	0.5387437854
3738	0.8180067539	0.5387380356
3739	0.8180094361	0.5387297575
3740	0.8180154264	0.538723967
3741	0.8180198669	0.5387160967
3742	0.8180227578	0.5387066769
3743	0.8180295229	0.5386999892
3744	0.8180348873	0.538695055
3745	0.818038106	0.5386858799
3746	0.8180444837	0.5386793961
3747	0.8180472255	0.5386707103
3748	0.8180506825	0.5386607603
3749	0.8180566132	0.5386553368
3750	0.8180602193	0.5386444897
3751	0.8180634379	0.5386350698
3752	0.8180664182	0.5386254869
3753	0.8180691004	0.5386169642
3754	0.8180729449	0.5386103173
3755	0.8180757165	0.5386013868
3756	0.8180793524	0.5385911514
3757	0.8180821836	0.5385831996
3758	0.8180860281	0.5385763488
3759	0.8180905581	0.5385708845
3760	0.8180966377	0.538564523
3761	0.8181023002	0.5385586101
3762	0.8181090355	0.5385526157
3763	0.8181154728	0.5385454387
3764	0.8181186914	0.5385378131
3765	0.8181228042	0.5385325119
3766	0.8181272745	0.5385250494
3767	0.8181322217	0.5385175054
3768	0.818136096	0.538510206
3769	0.8181423247	0.5385037223
3770	0.8181458116	0.5384937315
3771	0.818148911	0.5384844748
3772	0.8181519508	0.538476523
3773	0.818157196	0.538471181
3774	0.8181615472	0.5384626991
3775	0.8181658685	0.5384578872
3776	0.8181727529	0.538451118
3777	0.8181782365	0.5384450828
3778	0.8181815743	0.5384357037
3779	0.8181855977	0.5384310957
3780	0.818193078	0.5384242449
3781	0.8181983829	0.5384152329
3782	0.818205595	0.538408953
3783	0.8182111382	0.5384034887
3784	0.8182176352	0.5383965156
3785	0.818221271	0.5383888084
3786	0.8182264864	0.5383826916
3787	0.8182336092	0.5383755962
3788	0.8182364404	0.5383666657
3789	0.8182441592	0.5383596518
3790	0.8182472587	0.5383504766
3791	0.8182522655	0.5383434627
3792	0.818258822	0.538335674
3793	0.8182619214	0.5383271105
3794	0.8182681203	0.5383202597
3795	0.8182734847	0.5383128788
3796	0.8182763457	0.538303826
3797	0.8182800412	0.5382959558
3798	0.8182851076	0.5382906953
3799	0.8182911575	0.5382831513
3800	0.8182957768	0.5382758519
3801	0.8183021545	0.5382694905
3802	0.8183065653	0.5382613756
3803	0.8183121979	0.5382533014
3804	0.8183149397	0.5382455943
3805	0.8183184266	0.538235889
3806	0.8183228374	0.5382288343
3807	0.8183293939	0.5382221874
3808	0.8183316588	0.5382139502
3809	0.818336308	0.5382071402
3810	0.8183419704	0.5382009418
3811	0.8183450103	0.5381917667
3812	0.818349421	0.5381845081
3813	0.8183553517	0.5381792884
3814	0.8183596134	0.5381699502
3815	0.818365097	0.5381645266
3816	0.8183726072	0.5381576758
3817	0.8183757663	0.5381520484
3818	0.8183784485	0.5381446267
3819	0.8183822632	0.5381360632
3820	0.8183877468	0.5381292532
3821	0.8183941245	0.5381228102
3822	0.8183999658	0.5381162041
3823	0.8184041381	0.538109965
3824	0.8184105456	0.5381038074
3825	0.8184136748	0.538094673
3826	0.8184188008	0.538090065
3827	0.8184218705	0.5380807268
3828	0.8184272051	0.5380749362
3829	0.8184320927	0.5380681262
3830	0.8184359074	0.5380607453
3831	0.818441093	0.5380542207
3832	0.8184460998	0.5380480224
3833	0.818449378	0.538039622
3834	0.8184561133	0.5380336684
3835	0.8184591532	0.538026002
3836	0.8184627891	0.5380174793
3837	0.8184673488	0.5380114033
3838	0.8184735179	0.5380037369
3839	0.8184772134	0.5379934608
3840	0.818482995	0.5379861614
3841	0.8184875846	0.5379790252
3842	0.8184909821	0.5379691975
3843	0.8184953332	0.5379623875
3844	0.8185025454	0.5379548843
3845	0.8185065985	0.5379476257
3846	0.8185101151	0.5379380428
3847	0.8185150623	0.5379315998
3848	0.8185180426	0.5379240557
3849	0.8185225129	0.5379162263
3850	0.8185281157	0.537910558
3851	0.8185319304	0.5379013421
3852	0.8185377717	0.5378946952
3853	0.8185408115	0.5378865395
3854	0.8185443878	0.5378773236
3855	0.8185471892	0.5378692902
3856	0.8185529113	0.5378614607
3857	0.818559885	0.5378537944
3858	0.8185657263	0.5378471067
3859	0.8185713887	0.5378405821
3860	0.8185774088	0.5378342615
3861	0.8185837269	0.5378268805
3862	0.8185890615	0.5378216201
3863	0.8185928464	0.5378121187
3864	0.8185981512	0.5378063282
3865	0.818603754	0.5378004968
3866	0.8186094165	0.5377949917
3867	0.8186170459	0.5377883448
3868	0.8186227083	0.5377820242
3869	0.8186299205	0.5377747656
3870	0.8186359406	0.5377686488
3871	0.8186399937	0.5377628991
3872	0.8186437488	0.5377560075
3873	0.8186491728	0.5377491159
3874	0.8186563849	0.537742102
3875	0.8186618686	0.537736393
3876	0.8186642528	0.5377285228
3877	0.8186689615	0.5377211419
3878	0.8186724484	0.5377143319
3879	0.8186791539	0.5377079704
3880	0.8186834753	0.5377023837
3881	0.8186884522	0.537696267
3882	0.8186943531	0.5376903949
3883	0.8186988235	0.5376830547
3884	0.8187055588	0.537676938
3885	0.8187092543	0.5376696386
3886	0.8187127709	0.5376635218
3887	0.818718195	0.5376567934
3888	0.8187221885	0.5376459463
3889	0.818726778	0.5376401965
3890	0.8187327385	0.5376338759
3891	0.8187368512	0.537627229
3892	0.8187415898	0.5376202966
3893	0.8187478781	0.5376142206
3894	0.8187512457	0.5376070436
3895	0.8187574744	0.5376007229
3896	0.818764478	0.5375939537
3897	0.8187696934	0.5375870213
3898	0.8187757134	0.5375807007
3899	0.8187789917	0.5375712401
3900	0.818782568	0.537564063
3901	0.8187862039	0.5375549287
3902	0.8187896609	0.5375457535
3903	0.8187960982	0.5375396367
3904	0.8188002706	0.5375338869
3905	0.8188035488	0.5375254866
3906	0.818806231	0.5375174532
3907	0.8188118935	0.537511051
3908	0.8188191354	0.5375044041
3909	0.8188256919	0.5374977164
3910	0.8188316226	0.5374911103
3911	0.8188377619	0.5374846673
3912	0.818841517	0.5374778573
3913	0.8188462853	0.5374724745
3914	0.8188531995	0.5374661538
3915	0.8188601136	0.5374597924
3916	0.8188652992	0.5374535533
3917	0.8188685775	0.5374456015
3918	0.8188728392	0.5374367118
3919	0.8188791871	0.5374305542
3920	0.8188858628	0.5374244782
3921	0.8188921213	0.5374183206
3922	0.8188963532	0.5374115922
3923	0.8188994229	0.5374060055
3924	0.818905443	0.5373992363
3925	0.8189102411	0.537393038
3926	0.8189137578	0.5373864318
3927	0.818918407	0.5373783985
3928	0.818921566	0.5373692233
3929	0.8189275265	0.5373629026
3930	0.818932116	0.5373568674
3931	0.8189362288	0.5373476107
3932	0.818941772	0.5373417386
3933	0.8189472556	0.5373347655
3934	0.8189498186	0.5373288526
3935	0.8189556599	0.537323062
3936	0.8189633787	0.5373161297
3937	0.8189660311	0.537307974
3938	0.8189729452	0.5373019388
3939	0.818977356	0.5372957404
3940	0.8189828992	0.5372888081
3941	0.8189898729	0.5372809786
3942	0.8189926744	0.5372717627
3943	0.8189973831	0.53726324
3944	0.8190003037	0.5372546765
3945	0.8190044761	0.5372487228
3946	0.8190104365	0.537241872
3947	0.8190165162	0.5372361223
3948	0.8190224171	0.5372298831
3949	0.8190277517	0.5372248266
3950	0.8190325499	0.5372191992
3951	0.8190360069	0.5372117775
3952	0.8190406561	0.5372052529
3953	0.8190439939	0.5371957108
3954	0.8190509379	0.5371892677
3955	0.8190552592	0.5371833956
3956	0.8190583587	0.5371749953
3957	0.819063127	0.5371701426
3958	0.8190687299	0.5371641482
3959	0.8190739155	0.5371583984
3960	0.8190775514	0.5371491009
3961	0.8190819025	0.5371426171
3962	0.819085896	0.5371359702
3963	0.8190932274	0.5371296088
3964	0.8190984726	0.5371227172
3965	0.8191040754	0.537117049
3966	0.8191097975	0.5371098312
3967	0.8191128373	0.5371013493
3968	0.8191164136	0.5370926635
3969	0.8191218376	0.5370856496
3970	0.8191278577	0.5370794512
3971	0.8191347718	0.5370725189
3972	0.8191383779	0.5370630175
3973	0.8191446662	0.5370558812
3974	0.8191506267	0.5370493975
3975	0.8191543818	0.5370405485
3976	0.8191615343	0.5370335754
3977	0.8191683888	0.5370276625
3978	0.8191748857	0.5370210564
3979	0.8191806972	0.5370159183
3980	0.8191850781	0.5370079665
3981	0.8191900253	0.537001605
3982	0.819195807	0.5369939387
3983	0.8192032278	0.536987251
3984	0.8192068636	0.53697934
3985	0.8192102313	0.536970124
3986	0.8192132413	0.5369618868
3987	0.8192177415	0.5369549544
3988	0.819224298	0.5369489192
3989	0.8192285895	0.5369434141
3990	0.8192313612	0.5369342389
3991	0.8192357421	0.5369297125
3992	0.8192389607	0.5369205374
3993	0.8192443848	0.536914706
3994	0.8192508817	0.536908997
3995	0.8192563653	0.5369026356
3996	0.8192589879	0.5368970489
3997	0.819265157	0.5368910953
3998	0.8192726076	0.5368848154
3999	0.8192771673	0.5368786578
4000	0.8192818761	0.5368719294
4001	0.8192861974	0.5368655272
4002	0.8192897439	0.5368596143
4003	0.8192935586	0.5368500721
4004	0.8192967176	0.5368413863
4005	0.8192996085	0.5368321296
4006	0.8193055391	0.536826706
4007	0.8193113506	0.5368207523
4008	0.8193149865	0.5368104354
4009	0.819319129	0.5368043186
4010	0.8193249106	0.536796693
4011	0.8193309307	0.5367907394
4012	0.8193345368	0.5367825837
4013	0.819339931	0.5367754066
4014	0.8193430901	0.5367691675
4015	0.8193460703	0.5367616235
4016	0.8193503022	0.5367559145
4017	0.8193548918	0.5367495123
4018	0.8193587363	0.5367413158
4019	0.8193644285	0.5367356884
4020	0.8193674982	0.5367270026
4021	0.8193737268	0.5367214159
4022	0.8193789423	0.5367154622
4023	0.8193852305	0.5367086114
4024	0.819389075	0.5367047375
4025	0.8193922043	0.5366963371
4026	0.8193972707	0.5366911175
4027	0.8194035292	0.5366843482
4028	0.8194088042	0.5366778644
4029	0.8194132447	0.5366697495
4030	0.8194175959	0.536663959
4031	0.8194233477	0.5366569858
4032	0.8194295764	0.5366511953
4033	0.8194347024	0.5366435697
4034	0.8194405437	0.5366383093
4035	0.8194442987	0.5366292972
4036	0.8194472194	0.5366198774
4037	0.8194510341	0.5366125373
4038	0.8194546103	0.5366038107
4039	0.8194598556	0.5365964298
4040	0.8194636106	0.5365889673
4041	0.8194709718	0.5365811378
4042	0.8194763064	0.5365757551
4043	0.8194817305	0.5365709432
4044	0.8194879889	0.5365640108
4045	0.8194912672	0.5365551211
4046	0.8194968104	0.5365482703
4047	0.8195020556	0.536541705
4048	0.8195053339	0.5365318366
4049	0.8195104599	0.5365257606
4050	0.8195171356	0.5365186651
4051	0.8195209503	0.5365127115
4052	0.8195274472	0.5365063093
4053	0.8195333481	0.5365001109
4054	0.8195391893	0.5364946466
4055	0.8195448518	0.5364873065
4056	0.8195490241	0.5364822092
4057	0.8195548356	0.5364753176
4058	0.8195571899	0.5364688746
4059	0.8195617199	0.536463084
4060	0.8195682764	0.536456641
4061	0.81957376	0.5364510136
4062	0.8195779324	0.5364445706
4063	0.8195807636	0.5364356809
4064	0.8195858896	0.5364285446
4065	0.8195923865	0.5364221832
4066	0.8195961118	0.5364129672
4067	0.8196007013	0.5364068505
4068	0.8196038008	0.5363998773
4069	0.8196084499	0.5363935567
4070	0.8196144104	0.5363869913
4071	0.8196172714	0.536380426
4072	0.8196243644	0.5363741461
4073	0.819627583	0.5363646039
4074	0.819633007	0.5363594251
4075	0.8196394444	0.5363524927
4076	0.819642961	0.5363439292
4077	0.8196487129	0.5363385872
4078	0.8196542263	0.5363326744
4079	0.819660008	0.5363254973
4080	0.8196646273	0.5363201961
4081	0.8196687102	0.5363133046
4082	0.8196753263	0.5363072693
4083	0.8196818829	0.5363009894
4084	0.8196884394	0.5362948727
4085	0.8196947873	0.5362894899
4086	0.8196999431	0.5362836178
4087	0.8197044432	0.5362766447
4088	0.8197078109	0.5362684074
4089	0.8197106719	0.5362598847
4090	0.8197177052	0.5362535233
4091	0.8197211623	0.5362439811
4092	0.8197271228	0.5362380274
4093	0.8197318316	0.5362303203
4094	0.8197370768	0.5362254676
4095	0.8197432756	0.5362185761
4096	0.8197473884	0.5362131118
4097	0.8197541833	0.5362065464
4098	0.8197597861	0.5362011229
4099	0.8197632134	0.5361931303
4100	0.819767952	0.5361874213
4101	0.8197718263	0.5361790617
4102	0.8197779655	0.536172007
4103	0.8197817504	0.5361638921
4104	0.8197873831	0.536157653
4105	0.8197913766	0.5361508022
4106	0.8197964132	0.5361449301
4107	0.819799602	0.5361359588
4108	0.8198024035	0.5361275992
4109	0.8198050857	0.5361187503
