iter	Passed	Remaining
3488	252637	833506
3489	252718	833464
3490	252802	833430
3491	252895	833425
3492	252981	833398
3493	253080	833414
3494	253165	833380
3495	253250	833350
3496	253334	833315
3497	253428	833315
3498	253507	833264
3499	253599	833256
3500	253680	833211
3501	253779	833224
3502	253860	833182
3503	253962	833206
3504	254056	833202
3505	254149	833199
3506	254242	833192
3507	254327	833161
3508	254416	833143
3509	254524	833187
3510	254635	833241
3511	254727	833232
3512	254817	833214
3513	254906	833197
3514	254996	833181
3515	255084	833160
3516	255184	833177
3517	255276	833169
3518	255370	833166
3519	255467	833173
3520	255554	833147
3521	255636	833104
3522	255729	833100
3523	255831	833123
3524	255919	833100
3525	256004	833068
3526	256094	833051
3527	256186	833042
3528	256277	833027
3529	256368	833014
3530	256457	832997
3531	256537	832946
3532	256624	832922
3533	256707	832883
3534	256790	832842
3535	256886	832847
3536	256978	832836
3537	257060	832793
3538	257169	832838
3539	257256	832812
3540	257337	832767
3541	257432	832767
3542	257533	832786
3543	257617	832749
3544	257702	832718
3545	257798	832721
3546	257892	832716
3547	257974	832671
3548	258062	832650
3549	258160	832657
3550	258245	832626
3551	258352	832661
3552	258439	832637
3553	258532	832628
3554	258611	832576
3555	258702	832563
3556	258782	832513
3557	258868	832481
3558	258951	832443
3559	259041	832426
3560	259131	832406
3561	259217	832377
3562	259324	832414
3563	259407	832373
3564	259511	832401
3565	259604	832393
3566	259686	832351
3567	259780	832345
3568	259869	832324
3569	259969	832340
3570	260067	832346
3571	260162	832344
3572	260258	832346
3573	260351	832338
3574	260432	832290
3575	260519	832263
3576	260606	832237
3577	260696	832217
3578	260791	832216
3579	260879	832190
3580	260963	832152
3581	261053	832134
3582	261142	832114
3583	261229	832084
3584	261333	832112
3585	261416	832072
3586	261522	832103
3587	261605	832062
3588	261695	832043
3589	261793	832051
3590	261895	832070
3591	261985	832052
3592	262075	832033
3593	262160	831999
3594	262248	831974
3595	262344	831974
3596	262442	831980
3597	262546	832005
3598	262643	832009
3599	262732	831985
3600	262815	831943
3601	262901	831912
3602	262996	831911
3603	263096	831921
3604	263180	831883
3605	263279	831891
3606	263370	831875
3607	263459	831853
3608	263542	831812
3609	263629	831782
3610	263710	831736
3611	263794	831697
3612	263887	831687
3613	263999	831736
3614	264092	831728
3615	264183	831710
3616	264271	831683
3617	264366	831679
3618	264461	831676
3619	264553	831662
3620	264658	831690
3621	264748	831668
3622	264849	831683
3623	264944	831680
3624	265039	831677
3625	265125	831644
3626	265207	831597
3627	265293	831564
3628	265375	831518
3629	265458	831477
3630	265559	831492
3631	265662	831512
3632	265765	831531
3633	265851	831498
3634	265946	831492
3635	266028	831448
3636	266115	831418
3637	266194	831363
3638	266280	831330
3639	266364	831290
3640	266458	831283
3641	266558	831293
3642	266654	831290
3643	266741	831260
3644	266824	831218
3645	266907	831174
3646	266995	831147
3647	267094	831156
3648	267183	831131
3649	267266	831089
3650	267348	831041
3651	267446	831045
3652	267532	831012
3653	267625	831000
3654	267723	831005
3655	267805	830959
3656	267896	830940
3657	267987	830922
3658	268072	830885
3659	268158	830851
3660	268250	830837
3661	268345	830829
3662	268449	830851
3663	268548	830859
3664	268642	830849
3665	268733	830829
3666	268822	830805
3667	268915	830794
3668	269015	830803
3669	269099	830763
3670	269192	830749
3671	269289	830748
3672	269377	830721
3673	269480	830737
3674	269571	830721
3675	269657	830685
3676	269744	830655
3677	269829	830616
3678	269929	830624
3679	270030	830636
3680	270113	830594
3681	270211	830594
3682	270298	830563
3683	270382	830524
3684	270466	830481
3685	270560	830472
3686	270653	830458
3687	270740	830426
3688	270820	830375
3689	270932	830419
3690	271018	830384
3691	271112	830373
3692	271191	830316
3693	271271	830265
3694	271371	830271
3695	271454	830227
3696	271552	830228
3697	271635	830185
3698	271729	830173
3699	271811	830126
3700	271893	830080
3701	271974	830029
3702	272070	830023
3703	272160	830001
3704	272247	829969
3705	272343	829965
3706	272429	829927
3707	272517	829900
3708	272629	829944
3709	272722	829929
3710	272811	829901
3711	272893	829854
3712	272975	829806
3713	273062	829774
3714	273149	829741
3715	273236	829710
3716	273335	829714
3717	273434	829716
3718	273523	829691
3719	273609	829653
3720	273717	829685
3721	273802	829645
3722	273880	829585
3723	273975	829579
3724	274064	829551
3725	274164	829556
3726	274246	829510
3727	274353	829537
3728	274451	829536
3729	274537	829500
3730	274639	829511
3731	274746	829538
3732	274830	829497
3733	274937	829526
3734	275020	829480
3735	275112	829461
3736	275202	829436
3737	275303	829444
3738	275395	829426
3739	275488	829412
3740	275579	829389
3741	275664	829351
3742	275751	829318
3743	275853	829329
3744	275946	829312
3745	276027	829261
3746	276130	829276
3747	276215	829234
3748	276297	829186
3749	276407	829223
3750	276492	829183
3751	276574	829134
3752	276655	829081
3753	276735	829028
3754	276825	829003
3755	276907	828952
3756	276987	828897
3757	277067	828842
3758	277271	829159
3759	277388	829215
3760	277518	829308
3761	277626	829337
3762	277739	829381
3763	277866	829464
3764	277968	829476
3765	278068	829479
3766	278207	829601
3767	278376	829809
3768	278554	830046
3769	278731	830280
3770	278819	830246
3771	278924	830264
3772	279125	830568
3773	279237	830610
3774	279362	830686
3775	279481	830746
3776	279630	830895
3777	279792	831083
3778	279955	831272
3779	280073	831328
3780	280174	831334
3781	280270	831325
3782	280390	831386
3783	280497	831411
3784	280609	831450
3785	280717	831474
3786	280822	831493
3787	280931	831521
3788	281033	831528
3789	281144	831564
3790	281232	831529
3791	281327	831518
3792	281425	831514
3793	281515	831487
3794	281647	831584
3795	281752	831601
3796	281835	831553
3797	281923	831517
3798	282015	831497
3799	282114	831494
3800	282262	831638
3801	282403	831761
3802	282491	831725
3803	282581	831699
3804	282662	831643
3805	282749	831607
3806	282838	831575
3807	282933	831563
3808	283014	831508
3809	283103	831477
3810	283199	831466
3811	283279	831408
3812	283363	831363
3813	283468	831380
3814	283547	831317
3815	283547	831317
3816	284202	832871
3817	284571	833659
3818	284605	833467
3819	284930	834123
3820	284968	833942
3821	285620	835558
3822	285705	835512
3823	285754	835362
3824	285827	835281
3825	285901	835206
3826	285971	835117
3827	286059	835082
3828	286180	835142
3829	286266	835100
3830	286327	834986
3831	286394	834887
3832	286453	834767
3833	286495	834597
3834	286539	834433
3835	286574	834240
3836	286603	834034
3837	286635	833834
3838	286683	833682
3839	286713	833478
3840	286746	833282
3841	286778	833083
3842	286807	832875
3843	286890	832825
3844	286992	832830
3845	287111	832884
3846	287161	832737
3847	287239	832673
3848	287301	832561
3849	287351	832417
3850	287408	832289
3851	287474	832191
3852	287573	832185
3853	287633	832069
3854	287676	831902
3855	287741	831799
3856	287823	831746
3857	287878	831615
3858	287943	831512
3859	288021	831449
3860	288123	831452
3861	288187	831348
3862	288245	831224
3863	288290	831063
3864	288351	830951
3865	288406	830819
3866	288461	830687
3867	288510	830540
3868	288555	830381
3869	288594	830202
3870	288632	830024
3871	288668	829838
3872	288706	829659
3873	288741	829471
3874	288778	829287
3875	288815	829106
3876	288846	828905
3877	288878	828709
3878	288909	828510
3879	288945	828326
3880	288978	828133
3881	289010	827936
3882	289049	827760
3883	289087	827582
3884	289126	827404
3885	289158	827209
3886	289193	827021
3887	289228	826835
3888	289258	826633
3889	289296	826456
3890	289333	826272
3891	289365	826077
3892	289397	825883
3893	289434	825703
3894	289466	825506
3895	289504	825328
3896	289538	825140
3897	289574	824956
3898	289613	824781
3899	289642	824578
3900	289673	824380
3901	289703	824180
3902	289734	823984
3903	289770	823800
3904	289802	823605
3905	289832	823406
3906	289862	823206
3907	289906	823046
3908	289947	822877
3909	289984	822698
3910	290020	822516
3911	290055	822331
3912	290088	822139
3913	290119	821943
3914	290158	821768
3915	290196	821593
3916	290231	821407
3917	290261	821209
3918	290291	821011
3919	290327	820828
3920	290365	820652
3921	290401	820472
3922	290438	820292
3923	290468	820094
3924	290504	819912
3925	290537	819722
3926	290568	819527
3927	290599	819332
3928	290628	819132
3929	290662	818943
3930	290695	818756
3931	290726	818559
3932	290764	818385
3933	290797	818197
3934	290833	818014
3935	290868	817832
3936	290904	817651
3937	290938	817466
3938	290972	817280
3939	291006	817092
3940	291043	816915
3941	291087	816758
3942	291120	816569
3943	291217	816561
3944	291263	816408
3945	291303	816240
3946	291343	816070
3947	291390	815923
3948	291430	815755
3949	291471	815587
3950	291505	815402
3951	291542	815227
3952	291577	815043
3953	291607	814848
3954	291643	814669
3955	291675	814479
3956	291708	814291
3957	291742	814106
3958	291815	814031
3959	291890	813961
3960	291969	813902
3961	292048	813842
3962	292099	813704
3963	292153	813578
3964	292198	813424
3965	292242	813267
3966	292286	813111
3967	292327	812947
3968	292367	812778
3969	292407	812611
3970	292455	812465
3971	292504	812323
3972	292545	812160
3973	292605	812047
3974	292650	811895
3975	292698	811749
3976	292747	811607
3977	292810	811505
3978	292870	811395
3979	292930	811281
3980	292979	811141
3981	293019	810973
3982	293063	810817
3983	293106	810659
3984	293140	810477
3985	293172	810290
3986	293212	810122
3987	293246	809939
3988	293293	809792
3989	293330	809619
3990	293363	809432
3991	293400	809258
3992	293431	809069
3993	293470	808898
3994	293505	808719
3995	293540	808540
3996	293572	808353
3997	293606	808170
3998	293643	807998
3999	293679	807819
4000	293715	807644
4001	293754	807474
4002	293794	807309
4003	293854	807200
4004	293885	807011
4005	293916	806820
4006	293955	806654
4007	293992	806479
4008	294023	806289
4009	294054	806099
4010	294090	805925
4011	294127	805752
4012	294159	805566
4013	294196	805393
4014	294231	805215
4015	294262	805025
4016	294297	804847
4017	294330	804663
4018	294361	804474
4019	294397	804301
4020	294429	804116
4021	294466	803942
4022	294503	803771
4023	294542	803604
4024	294576	803424
4025	294608	803237
4026	294665	803121
4027	294713	802980
4028	294765	802849
4029	294810	802697
4030	294858	802557
4031	294920	802453
4032	294982	802350
4033	295028	802203
4034	295066	802034
4035	295102	801858
4036	295135	801677
4037	295168	801494
4038	295199	801306
4039	295234	801131
4040	295267	800948
4041	295305	800781
4042	295344	800617
4043	295380	800442
4044	295417	800272
4045	295447	800082
4046	295481	799903
4047	295518	799731
4048	295550	799547
4049	295586	799375
4050	295627	799215
4051	295661	799037
4052	295698	798868
4053	295734	798694
4054	295773	798530
4055	295810	798358
4056	295846	798187
4057	295883	798018
4058	295917	797840
4059	295952	797663
4060	295992	797503
4061	296030	797335
4062	296065	797159
4063	296095	796971
4064	296127	796788
4065	296164	796621
4066	296194	796433
4067	296231	796261
4068	296262	796078
4069	296295	795898
4070	296330	795724
4071	296360	795537
4072	296397	795366
4073	296427	795180
4074	296468	795021
4075	296505	794853
4076	296536	794668
4077	296572	794497
4078	296613	794339
4079	296649	794169
4080	296682	793988
4081	296715	793809
4082	296753	793645
4083	296791	793478
4084	296832	793321
4085	296868	793150
4086	296901	792971
4087	296933	792791
4088	296962	792603
4089	296994	792421
4090	297033	792259
4091	297063	792071
4092	297099	791902
4093	297132	791724
4094	297170	791558
4095	297204	791384
4096	297263	791275
4097	297302	791112
4098	297335	790935
4099	297365	790750
4100	297401	790579
4101	297431	790394
4102	297468	790227
4103	297498	790042
4104	297533	789871
4105	297566	789691
4106	297605	789531
4107	297634	789344
4108	297664	789159
4109	297695	788977
4110	297730	788806
4111	297779	788671
4112	297812	788492
4113	297847	788322
4114	297886	788160
4115	297931	788016
4116	297962	787834
4117	297994	787656
4118	298031	787489
4119	298061	787305
4120	298095	787132
4121	298127	786953
4122	298166	786790
4123	298206	786634
4124	298245	786475
4125	298284	786313
4126	298321	786149
4127	298360	785988
4128	298396	785821
4129	298432	785651
4130	298466	785480
4131	298499	785305
4132	298529	785120
4133	298560	784940
4134	298591	784760
4135	298621	784575
4136	298651	784392
4137	298684	784218
4138	298716	784040
4139	298754	783877
4140	298785	783698
4141	298818	783522
4142	298856	783360
4143	298885	783177
4144	298921	783010
4145	298954	782836
4146	298987	782659
4147	299024	782497
4148	299054	782315
4149	299090	782148
4150	299126	781981
4151	299157	781802
4152	299188	781621
4153	299218	781439
4154	299255	781277
4155	299289	781104
4156	299323	780935
4157	299359	780767
4158	299394	780599
4159	299432	780438
4160	299466	780269
4161	299498	780091
4162	299528	779910
4163	299564	779746
4164	299598	779575
4165	299629	779397
4166	299661	779219
4167	299691	779040
4168	299728	778877
4169	299760	778701
4170	299792	778526
4171	299824	778349
4172	299861	778188
4173	299902	778036
4174	299936	777865
4175	299972	777702
4176	300005	777529
4177	300035	777348
4178	300069	777178
4179	300101	777004
4180	300137	776839
4181	300176	776683
4182	300213	776521
4183	300252	776365
4184	300288	776199
4185	300323	776032
4186	300358	775865
4187	300390	775692
4188	300423	775521
4189	300459	775356
4190	300494	775190
4191	300533	775033
4192	300563	774853
4193	300594	774679
4194	300631	774516
4195	300667	774353
4196	300700	774180
4197	300737	774020
4198	300766	773839
4199	300804	773680
4200	300836	773507
4201	300866	773328
4202	300901	773162
4203	300938	773001
4204	300968	772824
4205	301004	772661
4206	301038	772494
4207	301071	772322
4208	301102	772146
4209	301133	771972
4210	301168	771805
4211	301199	771631
4212	301238	771476
4213	301274	771313
4214	301304	771136
4215	301335	770960
4216	301370	770796
4217	301404	770629
4218	301441	770469
4219	301481	770318
4220	301516	770153
4221	301552	769992
4222	301583	769815
4223	301622	769662
4224	301659	769502
4225	301694	769339
4226	301731	769180
4227	301762	769004
4228	301795	768837
4229	301830	768672
4230	301862	768501
4231	301893	768325
4232	301924	768153
4233	301955	767978
4234	301991	767816
4235	302024	767649
4236	302056	767477
4237	302092	767316
4238	302128	767155
4239	302166	766999
4240	302204	766843
4241	302234	766667
4242	302277	766525
4243	302309	766355
4244	302346	766196
4245	302377	766023
4246	302414	765865
4247	302452	765709
4248	302486	765543
4249	302515	765366
4250	302550	765202
4251	302581	765031
4252	302614	764862
4253	302644	764689
4254	302680	764527
4255	302712	764358
4256	302750	764203
4257	302786	764043
4258	302816	763869
4259	302853	763711
4260	302890	763554
4261	302923	763386
4262	302957	763222
4263	302989	763054
4264	303023	762889
4265	303059	762729
4266	303101	762583
4267	303137	762426
4268	303173	762267
4269	303211	762112
4270	303245	761949
4271	303283	761793
4272	303321	761642
4273	303360	761488
4274	303392	761321
4275	303423	761150
4276	303459	760990
4277	303498	760840
4278	303533	760678
4279	303572	760526
4280	303606	760363
4281	303637	760192
4282	303669	760025
4283	303707	759872
4284	303744	759715
4285	303780	759556
4286	303813	759393
4287	303847	759229
4288	303882	759068
4289	303914	758901
4290	303948	758738
4291	303987	758588
4292	304021	758423
4293	304052	758254
4294	304089	758099
4295	304119	757926
4296	304152	757760
4297	304185	757596
4298	304220	757437
4299	304253	757272
4300	304287	757109
4301	304318	756940
4302	304350	756773
4303	304382	756604
4304	304426	756467
4305	304459	756304
4306	304496	756150
4307	304528	755984
4308	304565	755828
4309	304599	755667
4310	304636	755513
4311	304685	755387
4312	304726	755243
4313	304772	755111
4314	304807	754952
4315	304840	754790
4316	304878	754636
4317	304913	754478
4318	304950	754323
4319	304982	754158
4320	305020	754007
4321	305055	753849
4322	305092	753696
4323	305124	753529
4324	305162	753379
4325	305198	753222
4326	305232	753061
4327	305263	752894
4328	305299	752738
4329	305334	752578
4330	305365	752412
4331	305400	752254
4332	305431	752086
4333	305469	751934
4334	305499	751764
4335	305530	751598
4336	305563	751435
4337	305604	751291
4338	305635	751125
4339	305667	750961
4340	305705	750811
4341	305740	750653
4342	305773	750490
4343	305808	750331
4344	305839	750166
4345	305873	750006
4346	305907	749846
4347	305938	749679
4348	305981	749542
4349	306015	749382
4350	306052	749231
4351	306088	749076
4352	306126	748927
4353	306166	748782
4354	306200	748623
4355	306237	748470
4356	306269	748307
4357	306307	748157
4358	306338	747990
4359	306375	747839
4360	306418	747703
4361	306454	747549
4362	306492	747401
4363	306528	747246
4364	306568	747101
4365	306602	746943
4366	306634	746781
4367	306670	746626
4368	306704	746467
4369	306736	746304
4370	306773	746154
4371	306810	746004
4372	306845	745848
4373	306879	745690
4374	306910	745525
4375	306944	745365
4376	306977	745206
4377	307015	745058
4378	307056	744916
4379	307093	744767
4380	307154	744673
4381	307190	744520
4382	307224	744364
4383	307260	744210
4384	307292	744047
4385	307329	743898
4386	307363	743741
4387	307393	743573
4388	307427	743417
4389	307461	743259
4390	307498	743108
4391	307530	742948
4392	307565	742793
4393	307604	742649
4394	307640	742495
4395	307674	742338
4396	307712	742190
4397	307751	742047
4398	307786	741892
4399	307822	741740
4400	307858	741588
4401	307892	741433
4402	307928	741280
4403	307967	741135
4404	308007	740995
4405	308045	740846
4406	308083	740699
4407	308115	740538
4408	308156	740400
4409	308193	740251
4410	308224	740088
4411	308256	739927
4412	308292	739776
4413	308331	739632
4414	308366	739477
4415	308404	739332
4416	308439	739179
4417	308470	739016
4418	308509	738872
4419	308550	738732
4420	308582	738572
4421	308620	738426
4422	308657	738280
4423	308696	738135
4424	308730	737980
4425	308766	737830
4426	308802	737680
4427	308840	737533
4428	308881	737394
4429	308914	737236
4430	308952	737091
4431	308993	736954
4432	309031	736808
4433	309070	736666
4434	309104	736511
4435	309145	736373
4436	309179	736218
4437	309214	736066
4438	309246	735905
4439	309276	735742
4440	309321	735613
4441	309368	735490
4442	309451	735453
4443	309498	735328
4444	309553	735224
4445	309600	735100
4446	309644	734971
4447	309686	734835
4448	309729	734701
4449	309774	734573
4450	309871	734568
4451	309927	734467
4452	309964	734321
4453	310007	734188
4454	310065	734091
4455	310111	733965
4456	310169	733867
4457	310207	733725
4458	310251	733594
4459	310293	733458
4460	310342	733340
4461	310376	733187
4462	310411	733036
4463	310447	732888
4464	310485	732743
4465	310530	732615
4466	310573	732484
4467	310610	732337
4468	310656	732211
4469	310693	732066
4470	310737	731936
4471	310774	731791
4472	310816	731655
4473	310850	731502
4474	310887	731356
4475	310934	731234
4476	310977	731102
4477	311015	730960
4478	311129	730994
4479	311167	730850
4480	311209	730716
4481	311249	730577
4482	311291	730444
4483	311333	730309
4484	311377	730182
4485	311420	730050
4486	311455	729899
4487	311490	729750
4488	311523	729595
4489	311555	729437
4490	311591	729290
4491	311622	729130
4492	311652	728969
4493	311689	728824
4494	311723	728673
4495	311755	728517
4496	311792	728370
4497	311822	728209
4498	311860	728067
4499	311895	727917
4500	311934	727778
4501	311966	727621
4502	311998	727465
4503	312028	727304
4504	312061	727150
4505	312100	727011
4506	312131	726852
4507	312168	726706
4508	312202	726555
4509	312232	726394
4510	312263	726236
4511	312299	726089
4512	312333	725940
4513	312369	725793
4514	312398	725631
4515	312428	725469
4516	312464	725325
4517	312495	725167
4518	312530	725018
4519	312562	724861
4520	312593	724705
4521	312629	724558
4522	312658	724397
4523	312695	724253
4524	312729	724103
4525	312761	723946
4526	312798	723804
4527	312833	723655
4528	312867	723507
4529	312900	723353
4530	312936	723208
4531	312972	723063
4532	313011	722923
4533	313044	722770
4534	313078	722620
4535	313113	722475
4536	313154	722339
4537	313194	722204
4538	313230	722058
4539	313261	721902
4540	313299	721761
4541	313338	721624
4542	313378	721488
4543	313410	721334
4544	313453	721205
4545	313487	721054
4546	313524	720914
4547	313563	720774
4548	313594	720619
4549	313632	720480
4550	313665	720327
4551	313696	720171
4552	313726	720013
4553	313766	719877
4554	313797	719721
4555	313829	719568
4556	313863	719419
4557	313895	719265
4558	313928	719115
4559	313960	718962
4560	313992	718809
4561	314032	718674
4562	314067	718528
4563	314106	718390
4564	314137	718234
4565	314172	718088
4566	314216	717962
4567	314246	717806
4568	314278	717653
4569	314313	717507
4570	314347	717359
4571	314388	717226
4572	314423	717080
4573	314458	716934
4574	314491	716785
4575	314529	716645
4576	314564	716501
4577	314594	716343
4578	314631	716202
4579	314662	716046
4580	314693	715893
4581	314729	715750
4582	314762	715599
4583	314792	715443
4584	314823	715290
4585	314863	715155
4586	314895	715003
4587	314927	714850
4588	314961	714704
4589	314998	714565
4590	315038	714431
4591	315073	714285
4592	315108	714140
4593	315139	713986
4594	315173	713840
4595	315209	713696
4596	315246	713557
4597	315284	713419
4598	315318	713273
4599	315353	713127
4600	315393	712995
4601	315424	712841
4602	315459	712697
4603	315489	712542
4604	315526	712401
4605	315556	712247
4606	315587	712094
4607	315624	711952
4608	315655	711799
4609	315690	711657
4610	315726	711513
4611	315762	711373
4612	315796	711227
4613	315832	711084
4614	315868	710944
4615	315906	710806
4616	315937	710653
4617	315968	710500
4618	316003	710357
4619	316035	710206
4620	316064	710051
4621	316105	709921
4622	316137	709770
4623	316182	709649
4624	316214	709498
4625	316248	709354
4626	316279	709202
4627	316315	709060
4628	316346	708907
4629	316379	708760
4630	316410	708609
4631	316443	708462
4632	316479	708321
4633	316515	708179
4634	316549	708035
4635	316586	707896
4636	316620	707751
4637	316654	707607
4638	316692	707470
4639	316730	707335
4640	316765	707191
4641	316799	707048
4642	316833	706903
4643	316870	706766
4644	316905	706622
4645	316936	706471
4646	316966	706319
4647	316996	706165
4648	317027	706014
4649	317066	705879
4650	317109	705756
4651	317146	705619
4652	317179	705471
4653	317214	705330
4654	317246	705181
4655	317283	705044
4656	317316	704897
4657	317990	706174
4658	318050	706089
4659	318096	705969
4660	318145	705859
4661	318181	705719
4662	318213	705570
4663	318251	705435
4664	318283	705286
4665	318313	705135
4666	318346	704987
4667	318384	704853
4668	318426	704725
4669	318461	704585
4670	318504	704460
4671	318539	704320
4672	318571	704171
4673	318601	704019
4674	318637	703880
4675	318668	703728
4676	318704	703589
4677	318737	703444
4678	318770	703299
4679	318803	703153
4680	318837	703010
4681	318870	702863
4682	318909	702732
4683	318944	702590
4684	318977	702445
4685	319011	702300
4686	319043	702154
4687	319076	702009
4688	319107	701859
4689	319137	701707
4690	319168	701559
4691	319198	701407
4692	319234	701268
4693	319265	701119
4694	319296	700970
4695	319331	700829
4696	319369	700694
4697	319404	700554
4698	319442	700421
4699	319476	700277
4700	319516	700149
4701	319548	700001
4702	319586	699868
4703	319623	699732
4704	319657	699589
4705	319695	699456
4706	319735	699327
4707	319766	699178
4708	319798	699032
4709	319839	698906
4710	319870	698758
4711	319905	698617
4712	319936	698470
4713	319977	698341
4714	320008	698193
4715	320039	698046
4716	320074	697906
4717	320106	697759
4718	320144	697626
4719	320185	697501
4720	320220	697362
4721	320260	697233
4722	320290	697083
4723	320328	696949
4724	320367	696820
4725	320400	696675
4726	320434	696533
4727	320467	696392
4728	320498	696244
4729	320531	696099
4730	320574	695978
4731	320605	695831
4732	320642	695696
4733	320676	695555
4734	320708	695409
4735	320743	695272
4736	320779	695134
4737	320817	695002
4738	320854	694867
4739	320896	694745
4740	320925	694594
4741	320965	694466
4742	320996	694319
4743	321025	694167
4744	321055	694019
4745	321088	693876
4746	321124	693739
4747	321160	693604
4748	321198	693472
4749	321228	693322
4750	321258	693174
4751	321297	693045
4752	321332	692906
4753	321377	692789
4754	321409	692646
4755	321445	692509
4756	321484	692381
4757	321517	692239
4758	321553	692104
4759	321586	691962
4760	321619	691820
4761	321656	691687
4762	321687	691539
4763	321718	691393
4764	321751	691252
4765	321784	691110
4766	321820	690974
4767	321856	690839
4768	321889	690698
4769	321923	690559
4770	321962	690429
4771	321998	690295
4772	322029	690149
4773	322063	690010
4774	322093	689863
4775	322130	689729
4776	322161	689585
4777	322196	689448
4778	322231	689311
4779	322263	689167
4780	322294	689022
4781	322331	688889
4782	322369	688760
4783	322401	688616
4784	322440	688487
4785	322472	688345
4786	322509	688213
4787	322543	688075
4788	322575	687931
4789	322605	687784
4790	322642	687652
4791	322677	687517
4792	322709	687374
4793	322746	687241
4794	322777	687096
4795	322810	686956
4796	322843	686817
4797	322880	686684
4798	322912	686541
4799	322950	686411
4800	322979	686264
4801	323010	686119
4802	323044	685981
4803	323075	685836
4804	323109	685700
4805	323144	685564
4806	323180	685430
4807	323212	685288
4808	323245	685149
4809	323287	685027
4810	323322	684893
4811	323359	684761
4812	323390	684617
4813	323427	684485
4814	323462	684351
4815	323494	684208
4816	323532	684080
4817	323562	683934
4818	323601	683807
4819	323631	683662
4820	323661	683517
4821	323691	683371
4822	323723	683229
4823	323753	683085
4824	323792	682957
4825	323830	682829
4826	323861	682686
4827	323896	682550
4828	323932	682419
4829	323966	682281
4830	324002	682148
4831	324037	682014
4832	324070	681875
4833	324103	681736
4834	324134	681594
4835	324170	681461
4836	324205	681327
4837	324241	681195
4838	324272	681051
4839	324302	680908
4840	324338	680776
4841	324375	680645
4842	324404	680500
4843	324443	680372
4844	324478	680238
4845	324509	680097
4846	324545	679964
4847	324586	679843
4848	324617	679701
4849	324657	679577
4850	324696	679451
4851	324727	679310
4852	324759	679170
4853	324789	679027
4854	324828	678901
4855	324859	678759
4856	324891	678620
4857	324924	678482
4858	324955	678339
4859	324985	678195
4860	325016	678053
4861	325046	677910
4862	325079	677772
4863	325113	677637
4864	325146	677500
4865	325179	677363
4866	325211	677224
4867	325249	677096
4868	325280	676954
4869	325317	676825
4870	325348	676683
4871	325382	676549
4872	325416	676415
4873	325447	676274
4874	325479	676135
4875	325515	676003
4876	325554	675879
4877	325585	675738
4878	325622	675609
4879	325662	675487
4880	325697	675354
4881	325731	675220
4882	325763	675081
4883	325793	674938
4884	325828	674806
4885	325859	674665
4886	325893	674530
4887	325925	674393
4888	325955	674250
4889	325992	674121
4890	326031	673998
4891	326066	673866
4892	326097	673726
4893	326132	673594
4894	326174	673477
4895	326212	673349
4896	326253	673230
4897	326287	673097
4898	326316	672953
4899	326349	672817
4900	326383	672682
4901	326414	672543
4902	326446	672405
4903	326477	672265
4904	326514	672136
4905	326544	671995
4906	326578	671863
4907	326615	671735
4908	326647	671596
4909	326680	671461
4910	326719	671337
4911	326757	671213
4912	326791	671079
4913	326822	670940
4914	326859	670813
4915	326898	670691
4916	326935	670564
4917	326970	670432
4918	327007	670305
4919	327040	670170
4920	327071	670030
4921	327109	669907
4922	327146	669780
4923	327176	669638
4924	327209	669504
4925	327244	669373
4926	327274	669232
4927	327304	669091
4928	327338	668958
4929	327378	668837
4930	327410	668700
4931	327443	668566
4932	327479	668438
4933	327520	668318
4934	327552	668182
4935	327588	668055
4936	327621	667920
4937	327659	667796
4938	327691	667660
4939	327727	667531
4940	327762	667400
4941	327799	667274
4942	327830	667137
4943	327861	666998
4944	327893	666862
4945	327931	666739
4946	327967	666610
4947	327997	666471
4948	328027	666330
4949	328057	666191
4950	328094	666064
4951	328124	665925
4952	328155	665787
4953	328192	665661
4954	328228	665532
4955	328261	665399
4956	328299	665276
4957	328334	665146
4958	328371	665022
4959	328404	664888
4960	328440	664760
4961	328470	664621
4962	328501	664484
4963	328534	664351
4964	328564	664212
4965	328599	664081
4966	328633	663950
4967	328664	663812
4968	328698	663682
4969	328735	663556
4970	328775	663437
4971	328808	663306
4972	328840	663170
4973	328871	663034
4974	328907	662907
4975	328937	662767
4976	328969	662633
4977	329010	662516
4978	329043	662384
4979	329077	662252
4980	329107	662113
4981	329149	661999
4982	329186	661874
4983	329219	661743
4984	329256	661617
4985	329287	661482
4986	329322	661353
4987	329357	661224
4988	329389	661090
4989	329420	660953
4990	329453	660820
4991	329486	660689
4992	329523	660565
4993	329555	660430
4994	329590	660303
4995	329627	660177
4996	329664	660053
4997	329697	659923
4998	329731	659792
4999	329764	659661
5000	329798	659530
5001	329832	659400
5002	329865	659270
5003	329903	659146
5004	329940	659024
5005	329977	658901
5006	330014	658777
5007	330051	658652
5008	330090	658532
5009	330123	658400
5010	330158	658274
5011	330189	658139
5012	330223	658009
5013	330256	657877
5014	330288	657745
5015	330329	657628
5016	330361	657495
5017	330399	657374
5018	330433	657245
5019	330471	657124
5020	330502	656987
5021	330540	656867
5022	330571	656732
5023	330605	656604
5024	330642	656480
5025	330676	656352
5026	330711	656225
5027	330747	656099
5028	330784	655976
5029	330814	655839
5030	330844	655703
5031	330875	655569
5032	330918	655457
5033	330957	655338
5034	330994	655216
5035	331030	655091
5036	331068	654970
5037	331098	654835
5038	331139	654719
5039	331173	654591
5040	331211	654470
5041	331241	654334
